GRBname,T90_start,T90_end,T100_start,T100_end,fluence,hardness
GRB160601A,-0.024,0.12,-0.012,0.108,1.632610e-07 ,2.445062628633957
GRB160525B,0.016,0.332,0.028,0.32,4.492076e-08 ,1.3534429383194622
GRB160525A,,,,,2.140868e-07 ,0.9771471865459491
GRB160519A,-0.992,41.152,-0.48,35.136,1.617613e-06 ,1.1826060264628004
GRB160506A,-9.096,336.016,-2.552,257.976,1.989001e-06 ,1.0301960493647646
GRB160504A,-42.392,16.196,-40.096,13.864,1.172367e-06 ,1.2814740781673613
GRB160501A,,,,,7.547098e-07 ,0.9480252554118322
GRB160425A,-0.532,319.8,0.2,304.796,2.570141e-06 ,0.9660735368077461
GRB160424A,-1.424,6.736,-0.88,5.584,2.346120e-06 ,1.6258853640100677
GRB160419A,-4.488,9.336,-3.02,6.396,7.484590e-06 ,1.693285251797753
GRB160417A,-2.136,13.888,-1.184,13.368,8.423111e-07 ,1.193767397650893
GRB160412A,-4.308,40.176,-1.384,30.796,2.801204e-06 ,1.1361355446647052
GRB160411A,0.06,0.452,0.088,0.444,1.465804e-07 ,1.9721044629598783
GRB160410A,-15.16,112.84,-15.16,80.84,2.647707e-06 ,2.291343568472346
GRB160409A,0.0,51.2,1.6,49.6,,
GRB160408A,0.016,0.372,0.036,0.356,4.385813e-07 ,2.6953185034334965
GRB160327A,-6.368,42.848,-3.312,30.432,2.010674e-06 ,1.1820885287712408
GRB160325A,-51.748,59.38,-40.924,20.8,1.457351e-05 ,1.7048657771382014
GRB160321A,-20.884,19.1,-18.136,15.34,7.723652e-07 ,1.2045643956571326
GRB160314A,-0.036,9.312,0.256,8.988,4.796547e-07 ,1.5869744101903804
GRB160313A,-5.604,44.656,-1.452,40.084,1.198181e-06 ,1.8880347555571886
GRB160303A,-0.088,5.32,-0.012,4.964,3.530829e-07 ,2.4725200881182943
GRB160228A,-0.008,119.58,2.076,100.984,3.886791e-06 ,1.7397228024166504
GRB160227A,-99.388,236.964,-92.808,223.54,5.744286e-06 ,1.4577057825268158
GRB160225A,-30.376,135.288,-23.832,133.624,2.686222e-06 ,1.5811382052395972
GRB160223A,-6.0,182.04,0.06,134.924,1.018071e-05 ,1.6396826378550526
GRB160220B,-7.576,37.484,-3.628,27.488,1.528204e-05 ,1.8128003580794478
GRB160220A,-0.1,8.988,0.476,8.736,9.014431e-07 ,1.636779172025444
GRB160216A,-0.296,11.704,-0.296,10.704,3.697951e-06 ,1.5115064285536606
GRB160203A,6.088,25.784,6.68,24.12,1.393145e-06 ,1.174735140041185
GRB160131A,-1.492,773.032,12.808,340.56,4.296763e-05 ,1.7804921698273362
GRB160127A,-1.436,5.704,-0.708,5.448,4.295643e-07 ,0.8489463456949112
GRB160123A,-2.048,3.0,-1.276,2.676,6.188697e-07 ,1.5640113779864027
GRB160121A,-0.028,14.972,0.524,11.024,9.323334e-07 ,1.2639499276806214
GRB160119A,32.584,200.228,54.124,174.264,1.134629e-05 ,1.335950507878875
GRB160117B,0.02,14.472,0.368,11.904,4.157074e-07 ,0.9199833111922436
GRB160117A,-60.0,113.0,-33.0,104.0,4.094548e-06 ,0.9515902854127527
GRB160104A,-1.312,17.648,-0.936,15.628,6.228426e-07 ,1.3274558817075166
GRB151229A,-0.112,2.344,-0.052,1.388,8.597820e-07 ,1.1821968394380575
GRB151228B,-15.56,48.44,-15.56,32.44,3.984556e-06 ,1.339645884343669
GRB151228A,-0.036,0.276,-0.028,0.248,2.361155e-07 ,2.6478899522350243
GRB151215A,-15.46,3.128,-15.08,2.768,4.235059e-07 ,1.2347525702724917
GRB151210A,-57.196,52.8,-38.72,48.24,2.179830e-06 ,1.217530917144036
GRB151205B,-0.22,1.316,-0.196,1.24,1.336599e-07 ,1.5912935460558586
GRB151205A,-11.448,68.552,-11.448,52.552,3.341258e-06 ,2.057121532625131
GRB151127A,0.016,0.22,0.024,0.212,4.814267e-08 ,2.2726363993942136
GRB151122A,0.0,40.0,1.6,38.4,7.338479e-07 ,1.377684883760644
GRB151118A,0.016,30.816,0.32,23.888,7.428834e-07 ,1.3714814484714715
GRB151114A,-4.26,1.252,-3.768,1.088,,
GRB151112A,-0.064,69.024,0.336,59.2,,
GRB151111A,-5.616,91.348,-2.188,73.856,,
GRB151107A,,,,,,
GRB151031A,0.304,6.304,0.304,5.304,4.050431e-07 ,0.8475394745456385
GRB151029A,-1.104,12.112,-0.772,8.18,5.568542e-07 ,0.9954963553823757
GRB151027B,1.0,97.0,1.0,81.0,2.191145e-06 ,1.3280365928077462
GRB151027A,-0.74,164.704,0.652,130.232,1.258921e-05 ,1.4208879090719921
GRB151023A,-0.984,12.164,-0.528,10.232,3.306479e-07 ,0.9508017864979166
GRB151022A,-1.04,132.848,2.608,120.288,1.703611e-06 ,1.2617983626838098
GRB151021A,-21.62,127.424,-15.204,94.852,4.780973e-05 ,1.423573831818133
GRB151006A,-4.832,311.296,-1.664,209.392,1.278364e-05 ,1.4635915041432317
GRB151004A,-13.632,134.368,-9.36,127.912,1.414724e-06 ,1.1656279604627562
GRB151001B,-39.96,118.68,-27.336,104.184,2.050138e-06 ,1.0545080340376565
GRB151001A,-6.288,7.776,-5.44,4.388,1.492366e-06 ,1.884386992376838
GRB150925A,3.508,149.612,10.348,132.48,1.738042e-06 ,0.9823131483710317
GRB150915A,-63.0,113.0,-63.0,97.0,8.617131e-07 ,0.9262111260946512
GRB150911A,-1.036,9.612,0.368,7.504,3.129461e-06 ,1.0821560753138102
GRB150910A,-3.784,147.56,1.8,114.072,9.110012e-06 ,1.6638728961306959
GRB150907B,-1.476,64.524,-0.644,61.376,2.237917e-06 ,1.6300459276774493
GRB150901A,-61.752,18.248,-61.752,2.248,5.163688e-07 ,0.9164322440673283
GRB150831B,-0.584,6.84,-0.312,5.864,1.980149e-06 ,1.2185125527535436
GRB150831A,-0.032,1.02,0.02,0.94,1.117882e-06 ,2.771851718600913
GRB150821A,21.096,330.744,27.512,196.456,1.189007e-06 ,1.3198368170725658
GRB150819A,14.008,73.448,17.144,68.808,7.310698e-07 ,1.4230818215719998
GRB150818A,-25.256,176.02,-9.324,133.732,6.164299e-06 ,1.144300484608652
GRB150817A,-16.764,58.732,-5.82,32.176,9.033311e-06 ,1.1997200608412661
GRB150811A,1.508,39.184,4.632,36.152,6.256636e-07 ,1.0544111689603508
GRB150801B,-30.16,433.944,0.244,408.952,4.430386e-06 ,1.2400241023429759
GRB150728A,0.24,1.2,0.304,1.136,4.428036e-08 ,1.2958364331443224
GRB150727A,-8.696,95.944,-4.52,83.436,8.154394e-06 ,1.9178734327145193
GRB150724A,-1.072,325.42,1.236,281.244,2.921415e-06 ,1.089582209516047
GRB150722A,-26.456,45.624,-24.072,43.24,8.740068e-07 ,1.2816805887113227
GRB150720A,-182.64,122.868,-122.344,116.192,9.031319e-07 ,0.9018620304508848
GRB150716A,-4.192,47.144,-2.332,40.236,2.562099e-06 ,1.4622447105055074
GRB150711A,-34.06,70.236,-27.96,42.996,6.492835e-06 ,1.2301840267566089
GRB150710B,,,,,7.495084e-06 ,1.6257350316057388
GRB150710A,0.016,0.224,0.016,0.168,2.321205e-07 ,3.0361264580390555
GRB150626B,-15.56,32.44,-15.56,32.44,2.132462e-06 ,1.959385540191745
GRB150626A,-6.576,115.152,-4.976,92.288,1.851742e-06 ,1.0731245654618193
GRB150616A,-48.14,705.776,-30.472,577.936,3.166749e-05 ,1.310146890648073
GRB150615A,-2.86,36.48,-1.956,30.728,9.100691e-07 ,1.2930047413861303
GRB150607A,-0.232,27.9,0.2,26.188,4.007372e-06 ,1.413416160358484
GRB150530B,0.0,3.0,0.0,3.0,2.770903e-07 ,1.4076017346084018
GRB150530A,-4.784,3.28,-3.952,2.944,3.158279e-06 ,1.539324047775559
GRB150527A,-111.856,12.176,-106.816,1.984,5.060013e-06 ,1.2905058114777288
GRB150513A,-54.332,129.36,-42.524,119.04,1.127169e-05 ,1.6928946030290037
GRB150430A,-10.936,108.696,-8.024,98.856,1.295660e-05 ,1.6819762628427346
GRB150428B,-40.06,121.744,-34.468,96.48,5.693359e-06 ,1.2121879176097559
GRB150428A,-38.984,38.6,-20.456,32.744,1.286263e-05 ,1.7546079065362703
GRB150423A,0.008,0.24,0.012,0.228,1.936190e-07 ,2.835830277534523
GRB150413A,-73.088,207.956,-55.36,188.236,6.814379e-06 ,1.349211706509514
GRB150407A,,,,,,
GRB150403A,-83.148,145.372,-7.66,29.636,3.617315e-05 ,1.7627056271905521
GRB150402A,0.0,14.4,0.0,14.4,1.784898e-07 ,1.1061143868247425
GRB150323C,-23.288,166.472,-21.08,138.584,1.869374e-06 ,1.258142474512102
GRB150323B,0.0,65.6,3.2,62.4,5.300796e-06 ,1.4830650248466573
GRB150323A,-1.54,191.408,3.396,153.124,8.671659e-06 ,1.249481793380765
GRB150318A,-4.516,115.004,3.036,90.48,3.279654e-06 ,1.02525040177066
GRB150317A,-0.436,23.992,-0.036,23.248,1.145100e-06 ,1.5457531524782118
GRB150314A,-2.172,101.44,-1.22,13.56,5.270111e-05 ,1.935530312238488
GRB150309A,-197.32,119.072,-191.824,50.216,3.352097e-05 ,1.5555360593889278
GRB150302A,-1.144,28.232,-0.312,23.56,4.095075e-07 ,1.51457255834989
GRB150301B,-0.92,24.056,0.152,17.288,3.603068e-06 ,1.5290786266690986
GRB150301A,0.0,0.56,0.0,0.484,1.352876e-07 ,1.7084405117799528
GRB150222A,0.064,28.112,1.504,17.34,3.607802e-06 ,1.3699034612763463
GRB150213B,4.0,291.0,9.0,218.0,4.952128e-06 ,1.3111737065873283
GRB150212A,-0.296,19.48,0.248,15.736,1.601903e-06 ,1.5162110411842094
GRB150211A,-11.624,9.18,-6.696,6.912,1.343054e-05 ,1.7079302501245839
GRB150206A,-22.252,389.664,37.404,112.404,2.910662e-05 ,1.635423491491969
GRB150204A,0.0,19.0,1.0,15.0,1.460204e-06 ,1.3930612301749434
GRB150203A,-0.804,28.724,0.396,24.832,1.396990e-06 ,1.2124109433574033
GRB150202A,-1.6,26.688,-0.768,24.704,1.128789e-06 ,1.6228552226846227
GRB150201A,-3.328,52.624,-2.772,23.82,9.395834e-07 ,0.9131036180343286
GRB150120B,-17.636,10.544,-15.732,8.604,6.682377e-07 ,0.9830601972721043
GRB150120A,-0.404,0.952,-0.312,0.884,2.153127e-07 ,1.259215350382755
GRB150110B,-7.94,3.772,-7.252,3.328,7.074845e-07 ,1.1643144682624684
GRB150103A,6.056,64.68,10.6,59.688,1.587983e-06 ,1.4793467557619426
GRB150101B,0.0,0.016,0.0,0.012,1.404333e-09 ,0.6409142214053188
GRB150101A,0.0,0.068,0.004,0.064,3.226257e-09 ,0.6001225636713113
GRB141229A,0.0,6.4,0.0,6.4,,
GRB141225A,5.432,130.284,6.668,92.816,5.781259e-06 ,1.9582134493269814
GRB141221A,-24.112,20.332,-21.152,15.664,3.275398e-06 ,1.2589543703809147
GRB141220A,-0.908,7.296,-0.424,6.808,5.230529e-06 ,1.7244876440743617
GRB141212B,-0.06,12.136,0.76,11.268,2.152285e-06 ,1.538473091253636
GRB141212A,0.0,0.336,0.0,0.288,1.207311e-07 ,1.5341924458247305
GRB141205A,0.0,2.624,0.128,1.792,2.674076e-07 ,2.577270412239929
GRB141130A,-42.748,40.016,-38.936,23.92,4.737405e-06 ,1.4230816333203533
GRB141121A,110.328,663.04,163.78,644.784,6.653795e-06 ,1.2893177525967896
GRB141109B,-182.784,44.408,-179.432,41.072,1.049031e-06 ,1.0678248749516621
GRB141109A,0.596,323.152,16.92,217.108,1.173558e-05 ,1.4602598801741073
GRB141102A,0.0,14.4,0.0,14.4,,
GRB141031B,1.048,18.308,1.728,17.352,4.779261e-07 ,1.9103372539046952
GRB141031A,-18.424,893.576,-18.424,445.576,6.953050e-06 ,1.844548546982733
GRB141026A,13.956,180.892,21.74,161.216,1.571543e-06 ,0.8717057949200769
GRB141022A,-0.384,9.172,-0.06,8.656,9.491310e-07 ,1.982577091772368
GRB141020A,-7.648,11.192,-5.788,9.108,6.910045e-07 ,1.2759975573166746
GRB141017A,-1.22,65.576,0.776,56.584,5.304280e-06 ,1.4102961764815078
GRB141015A,0.0,13.0,0.0,11.0,2.332402e-07 ,1.3872667631621014
GRB141005A,0.192,4.368,0.416,3.888,2.283392e-06 ,1.938339933303508
GRB141004A,-0.844,5.344,-0.344,3.58,9.762931e-07 ,1.1572308874710768
GRB140930B,-0.096,0.86,-0.064,0.78,1.385377e-06 ,2.9979209307895025
GRB140927A,0.428,8.696,2.176,8.432,3.991080e-07 ,1.3583452048119269
GRB140919A,-0.744,172.328,3.064,155.368,9.880229e-06 ,1.3414046717130865
GRB140916A,-0.904,79.064,1.24,70.216,1.931377e-06 ,1.0698921195744269
GRB140909A,,,,,,
GRB140907A,-95.344,48.656,-63.344,16.656,7.329300e-06 ,1.3279757327255484
GRB140903A,-0.012,0.348,0.004,0.3,1.854567e-07 ,1.0806121916506655
GRB140901B,0.0,6.4,0.0,6.4,1.155051e-06 ,2.151244359074314
GRB140828A,-6.708,18.316,-4.54,14.608,2.296558e-06 ,1.300649349956863
GRB140824A,0.264,3.64,0.372,3.456,2.514852e-07 ,1.1308369243511995
GRB140818B,-3.32,31.944,-2.872,28.68,9.628804e-07 ,1.3295356935836555
GRB140817A,-20.328,298.576,-4.396,253.948,8.117169e-06 ,1.514432607786285
GRB140730A,-14.808,29.736,-13.4,27.496,3.596833e-07 ,0.9098294232525261
GRB140719B,-16.968,48.032,-12.968,41.032,1.996703e-06 ,1.3540979245214844
GRB140719A,-31.488,16.512,-31.488,16.512,6.839923e-07 ,1.38350313243577
GRB140716A-2,0.0,136.0,4.8,129.6,5.177038e-06 ,1.390080552793674
GRB140716A-1,0.0,136.0,4.8,129.6,1.191239e-06 ,1.6687832619824352
GRB140713A,-0.108,6.676,0.036,6.052,5.372369e-07 ,1.2049805359351404
GRB140710A,-0.288,3.712,-0.288,2.712,3.083756e-07 ,1.1152188712373703
GRB140709B,-18.496,200.72,-6.232,150.5,9.111934e-06 ,1.7832415567065287
GRB140709A,-46.08,85.592,-32.492,72.7,9.062036e-06 ,1.3253180947338257
GRB140706A,-21.264,37.48,-14.392,33.452,3.003751e-06 ,1.2511229061143792
GRB140703A,-2.524,135.016,-0.068,68.576,6.132431e-06 ,1.3343200822141696
GRB140629A,-6.184,48.664,-3.624,34.648,3.351711e-06 ,1.1788802742919873
GRB140628A,-1.24,11.116,-0.364,10.176,2.277658e-06 ,1.4314956444136442
GRB140626A,-8.46,9.084,-7.872,8.288,5.683942e-07 ,1.1909132581235398
GRB140622A,-0.024,0.128,-0.012,0.12,1.394292e-08 ,0.6616068802120524
GRB140619A,32.308,335.988,79.112,312.16,3.634836e-05 ,1.3885451899801555
GRB140614B,-3.284,55.676,-1.168,48.704,7.809936e-07 ,1.1126785727001027
GRB140614A,-4.464,92.356,10.416,87.808,1.836560e-06 ,1.572823377493195
GRB140611A,0.0,3.2,0.0,3.2,,
GRB140610A,-6.668,105.708,-1.636,91.616,1.005070e-05 ,1.3915214183030002
GRB140607A,-17.8,85.656,-14.088,80.68,3.255595e-06 ,1.3708500565641841
GRB140606A,-0.04,0.352,-0.02,0.32,1.832509e-07 ,3.934323273829984
GRB140529A,0.0,13.088,0.32,8.464,3.285259e-06 ,1.1690684390691943
GRB140521A,0.152,11.452,0.48,10.356,1.736115e-06 ,1.5930152384082827
GRB140518A,-3.98,60.04,-2.648,57.876,1.677937e-06 ,1.151277589402052
GRB140516A,-0.024,0.296,-0.024,0.232,4.326832e-08 ,1.349304709343415
GRB140515A,-22.028,3.764,-20.612,2.804,1.020520e-06 ,1.2540360049948729
GRB140512A,-22.84,178.148,-6.16,147.952,2.563220e-05 ,1.6283581053887894
GRB140509A,-3.808,23.056,-2.832,20.384,2.072412e-06 ,1.5112277575614452
GRB140506A,-0.196,120.176,0.1,111.204,4.561697e-06 ,1.5102887863895729
GRB140502A,-1.664,17.392,-0.952,14.168,1.429068e-06 ,1.8616582812439795
GRB140430A,-0.304,177.576,0.436,174.024,1.547234e-06 ,1.1157322883149734
GRB140428A,-14.192,5.824,-13.28,4.144,5.880903e-07 ,1.6244270730041206
GRB140423A,-130.128,108.912,-50.832,83.312,1.842077e-05 ,1.6450530872965083
GRB140419A,-8.688,125.348,-2.444,77.632,3.493854e-05 ,1.84094190956286
GRB140414A,0.0,0.532,0.016,0.512,3.970193e-07 ,2.8748819632271867
GRB140413A,-49.688,114.392,-29.192,103.784,2.048135e-05 ,1.5338396129982574
GRB140412A,-31.632,16.368,-31.632,16.368,9.586306e-07 ,1.0812841666551378
GRB140408A,-0.68,3.448,-0.54,3.088,5.808979e-07 ,1.679886232743057
GRB140402A,0.0,1.408,0.032,0.928,1.216670e-07 ,2.785735475497137
GRB140331A,72.072,321.168,91.168,300.824,9.922104e-07 ,1.2194948126385228
GRB140323A,-19.208,117.368,-4.152,102.336,2.781762e-05 ,1.4505071936865679
GRB140320A,-0.176,0.464,-0.176,0.336,1.059961e-07 ,2.0941602087594826
GRB140318A,2.244,11.676,3.528,11.132,5.569597e-07 ,1.905329103042903
GRB140311B,,,,,4.534720e-07 ,1.8376805823487548
GRB140311A,-4.456,72.216,-2.2,68.28,3.318452e-06 ,1.420659374768929
GRB140305A,-1.124,22.764,-0.24,20.064,1.032039e-06 ,1.6697062347054006
GRB140304A,-3.82,13.492,-2.192,12.592,2.269170e-06 ,1.715891906357217
GRB140302A,-0.088,116.108,0.64,99.364,6.466602e-06 ,2.0254892691388156
GRB140301A,-19.22,21.58,-7.704,20.1,6.325722e-07 ,1.193878313508611
GRB140215A,-1.472,35.856,-0.304,25.328,1.673856e-05 ,1.97078937250616
GRB140213A,-5.7,82.04,-4.48,55.452,1.802593e-05 ,1.177876902716646
GRB140211A,-19.24,121.808,-14.276,95.256,2.504027e-06 ,1.024920153592358
GRB140209A,0.152,27.624,1.704,22.136,7.676596e-06 ,1.5496377478547207
GRB140206A,-38.304,256.06,1.88,96.068,2.957590e-05 ,1.4350929837973891
GRB140129B,0.076,1.588,0.172,1.532,8.870984e-08 ,1.0235757023067829
GRB140129A,0.992,3.992,0.992,3.992,1.772929e-07 ,1.2423384713100407
GRB140118A,-73.608,29.368,-61.016,23.076,3.714559e-06 ,1.1756822414652839
GRB140114A,19.444,202.52,43.608,183.556,4.251855e-06 ,0.9946721739405965
GRB140108A,-24.908,103.26,-1.516,93.716,1.240104e-05 ,1.4211830124784228
GRB140103A,-12.52,6.936,-11.56,5.784,6.809463e-07 ,0.7475497619014174
GRB140102A,-0.148,131.22,0.456,55.536,1.459504e-05 ,1.5850395299337958
GRB131229A,0.384,96.384,0.384,48.384,1.621217e-05 ,1.9588448048257132
GRB131227A,-1.188,19.228,-0.34,17.648,1.632810e-06 ,1.6877966367186188
GRB131226A,-0.256,8.704,0.38,7.608,7.664927e-06 ,1.5783376592301706
GRB131224B,0.0,9.616,0.308,8.656,3.435456e-07 ,1.0538044734291552
GRB131205A,-0.252,20.508,-0.06,20.284,3.303904e-07 ,1.8358194502581273
GRB131202A,-1.272,35.984,-0.416,29.78,1.051315e-06 ,1.6150651662631743
GRB131128A,-0.904,2.096,-0.904,2.096,4.736103e-07 ,1.2617406700919345
GRB131127A,-60.32,51.288,-57.408,37.564,2.397145e-06 ,0.8504524749947147
GRB131120A,-71.096,64.264,-68.408,62.024,6.580345e-07 ,0.742334921747162
GRB131117A,-0.472,11.944,0.04,10.92,4.455758e-07 ,1.2787628644954223
GRB131110A,0.0,84.8,3.2,80.0,5.534213e-06 ,1.3280366010000946
GRB131105A,6.792,125.336,11.192,123.4,,
GRB131103A,-8.284,10.252,-7.404,7.804,1.222953e-06 ,1.2800003888752511
GRB131031A,0.0,6.4,0.0,6.4,,
GRB131030A,-5.504,143.368,-2.252,37.172,5.892433e-05 ,1.6653677026016904
GRB131024B,-8.28,101.016,-4.776,92.04,3.623683e-06 ,2.358956467670924
GRB131024A,-111.0,17.0,-111.0,1.0,1.777911e-06 ,1.234724586512662
GRB131018A,21.096,117.736,24.808,98.024,1.363128e-06 ,0.9067342371786491
GRB131004A,-0.248,1.8,-0.184,1.352,4.126861e-07 ,1.222981809192229
GRB131002B,-5.616,57.384,-4.616,47.384,9.876214e-07 ,0.9289661868260575
GRB131002A,-0.204,60.728,0.116,56.644,9.274475e-07 ,1.4831328885564325
GRB131001A,0.0,6.0,0.0,5.0,8.150820e-07 ,1.1911871610284896
GRB130929A,-1.928,12.408,-1.48,10.76,9.828996e-07 ,1.1377581308960618
GRB130925A,-59.032,903.952,-48.892,111.404,5.395681e-05 ,0.9848274009045841
GRB130919A,-20.152,108.068,-7.176,92.508,2.646538e-06 ,1.526862808407104
GRB130913A,0.0,44.8,1.6,43.2,3.471424e-07 ,3.450325009611093
GRB130912A,0.004,0.32,0.016,0.3,3.749188e-07 ,1.983170766238702
GRB130907A,-73.736,767.288,-40.244,324.124,2.946596e-04 ,1.7830768850356442
GRB130831B,-13.912,30.552,-11.336,26.248,2.236915e-06 ,1.358032011000602
GRB130831A,-1.856,41.376,0.612,30.804,9.181110e-06 ,1.0802892323117061
GRB130829A,28.096,92.132,32.9,84.784,2.480455e-06 ,1.7013748878204233
GRB130822A,-0.004,0.044,-0.004,0.04,1.954165e-08 ,1.579064968790093
GRB130816B,-3.736,7.668,-3.164,5.512,4.246438e-07 ,1.2481017564664871
GRB130816A,-28.056,2.584,-27.772,2.204,6.221265e-07 ,1.3501126230552705
GRB130812A,-0.332,8.46,-0.028,7.6,7.400953e-07 ,0.78438614724197
GRB130807A,-6.836,319.196,-2.52,290.52,3.622160e-06 ,1.3912331808541907
GRB130806A,-4.508,1.756,-4.248,1.532,1.992745e-07 ,0.8741379478890708
GRB130803A,0.14,45.76,0.68,44.252,2.283890e-06 ,1.3992008210015985
GRB130727A,-1.076,24.38,0.916,14.48,6.220545e-06 ,1.3102078695420865
GRB130725B,-0.384,5.896,0.048,4.824,4.629133e-07 ,0.8782132254663673
GRB130725A,-9.832,103.4,-4.424,97.096,1.629395e-06 ,1.5755426630819303
GRB130722A,-3.964,252.992,7.036,105.404,2.367463e-05 ,1.4955814449379308
GRB130719A,-5.404,158.944,7.292,154.26,3.356120e-06 ,1.3836299296391077
GRB130716A,0.02,106.756,0.116,87.788,6.536186e-07 ,2.6988576664978114
GRB130708A,0.0,11.2,0.0,11.2,2.571011e-06 ,2.2444498140449145
GRB130701A,-1.14,5.352,-0.396,3.984,7.617959e-06 ,1.3807656032990367
GRB130627B,-15.376,48.624,-15.376,32.624,1.268616e-06 ,1.3211739931483895
GRB130627A,-10.28,10.04,-8.168,9.88,1.176071e-06 ,1.4472047401787234
GRB130626A,-0.012,0.18,0.0,0.16,1.276560e-07 ,1.994619236501995
GRB130625A,-29.368,28.388,-23.596,17.676,3.450779e-06 ,1.5873406799116063
GRB130623A,0.0,19.984,0.56,18.176,1.244502e-06 ,1.3217819004141778
GRB130615A,25.572,386.864,32.74,365.296,3.024600e-06 ,1.0275907580557917
GRB130612A,-0.832,3.168,-0.832,3.168,3.850260e-07 ,1.1772261468677918
GRB130610A,-7.04,62.44,-3.964,43.76,5.191703e-06 ,1.740805077990842
GRB130609B,-7.836,309.86,0.192,211.364,3.476299e-05 ,1.761001376312589
GRB130609A,-1.18,7.284,-0.568,6.488,8.285442e-07 ,1.156351716514156
GRB130608A,-135.196,21.728,-132.156,19.696,1.003651e-06 ,0.8178990055402893
GRB130606A,-1.344,296.912,0.496,277.152,4.829847e-06 ,1.4994778528434776
GRB130605A,-1.816,12.008,-1.24,8.936,3.767281e-06 ,1.4537844217269695
GRB130604A,-0.444,95.768,1.44,77.724,2.534079e-06 ,1.4023616116410278
GRB130603B,0.008,0.26,0.012,0.188,1.776481e-06 ,2.3660289066935523
GRB130603A,-20.812,104.98,-8.928,60.2,2.806407e-06 ,1.1923673966237063
GRB130529A,36.128,146.46,42.408,130.0,2.089852e-06 ,1.4285320602597624
GRB130528A,-9.528,710.472,-9.528,630.472,9.750629e-06 ,1.4398920105555137
GRB130527A,-11.8,164.2,-11.8,52.2,2.920671e-05 ,1.8671542620062962
GRB130521A,-0.644,12.64,-0.328,10.628,5.605677e-07 ,1.0455630588594602
GRB130518B,0.0,8.0,0.0,8.0,1.081628e-06 ,1.7316891017600382
GRB130518A,0.0,91.2,4.8,86.4,,
GRB130515A,-0.036,0.332,-0.016,0.28,4.438518e-07 ,2.7046435784066296
GRB130514A,-7.088,273.644,0.82,215.012,1.380869e-05 ,1.2204783360612579
GRB130511A,-0.072,2.832,-0.012,2.728,3.359283e-07 ,1.8691761190480622
GRB130508A,10.152,58.728,11.352,54.264,9.016905e-07 ,1.2891099745962824
GRB130505A,-3.032,363.256,-1.144,88.2,5.452246e-06 ,1.3179229271584683
GRB130504A,-31.064,99.624,-28.312,91.72,1.983972e-06 ,1.4614705278070306
GRB130502A,-0.196,10.204,-0.1,7.468,6.286853e-07 ,1.2749412869235093
GRB130427B,-0.616,29.496,-0.056,25.848,2.392108e-06 ,1.4272170960645856
GRB130427A,-51.152,660.04,-47.012,197.32,8.161724e-04 ,1.8004448073445642
GRB130420B,-4.616,16.048,-2.248,10.388,1.371104e-06 ,1.6480488963648736
GRB130420A,-14.988,188.128,37.312,158.448,9.666069e-06 ,0.9048364237248354
GRB130419A,30.088,169.508,35.852,121.436,1.587314e-06 ,1.8111314946374721
GRB130418A,-40.172,272.972,-36.42,238.504,2.360604e-06 ,1.0465738293121747
GRB130408A,0.272,4.928,0.448,4.688,3.718973e-06 ,2.2504010198041806
GRB130327A,-2.296,5.744,-1.892,4.48,2.909284e-07 ,1.056185095398108
GRB130315A,1.624,267.996,7.636,238.144,7.060317e-06 ,1.2699008095244553
GRB130313A,0.012,0.216,0.02,0.192,5.196731e-08 ,1.7494033347993634
GRB130306A,-159.472,154.176,-154.708,117.672,4.578108e-05 ,1.2239961078344364
GRB130305A,0.0,57.6,1.6,54.4,,
GRB130216B,0.0,17.6,0.0,17.6,2.951577e-06 ,1.095973370637039
GRB130216A,-6.16,4.308,-3.268,3.252,5.932076e-06 ,1.6148044338247831
GRB130215A,-6.168,73.384,-3.08,63.144,8.993120e-06 ,1.4358527992927743
GRB130211A,-3.404,32.312,-1.424,29.328,9.530407e-07 ,1.2816807662520504
GRB130206A,-8.784,147.216,-4.784,116.216,3.315008e-06 ,1.465683176642437
GRB130131B,-0.28,4.368,-0.068,4.232,7.546511e-07 ,2.0834823036660453
GRB130131A,-0.952,52.068,-0.296,51.228,3.972736e-07 ,1.0950904921076157
GRB130122A,0.192,89.28,1.856,78.4,1.838692e-06 ,2.086988199964695
GRB130102A,15.376,184.332,22.34,155.12,1.444198e-06 ,1.5737649543338763
GRB121229A,-81.668,64.808,-48.92,62.54,1.038670e-06 ,1.044070689879896
GRB121226A,-0.364,0.796,-0.304,0.708,2.511181e-07 ,1.7078116868308257
GRB121217A,-17.732,783.76,-11.632,766.46,1.066187e-05 ,1.4433113081704623
GRB121212A,-1.484,6.628,0.052,6.108,1.610712e-07 ,0.8590137417737882
GRB121211A,-0.356,196.772,1.0,183.696,1.568941e-06 ,0.9525330037929438
GRB121209A,-2.16,44.716,-0.02,42.9,5.343275e-06 ,1.5699292569918155
GRB121202A,-2.184,19.008,-1.336,18.2,1.887952e-06 ,1.4122447233251736
GRB121201A,-24.0,22.0,-23.0,15.0,1.045509e-06 ,1.1976506475576887
GRB121128A,-0.004,41.688,13.092,36.52,8.892052e-06 ,1.1276391040187224
GRB121125A,-6.852,79.964,0.392,52.644,8.136353e-06 ,1.4575046993545464
GRB121123A,-6.24,419.228,42.652,368.744,2.064808e-05 ,1.2407096165984992
GRB121117A,-4.848,24.756,-1.42,21.88,2.275997e-06 ,1.82641690807064
